,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
11,4.958826969797296,4.008162162681941,4.975771669250868,3.570233596068046,4.603546132778439,4.333109789001171,2.7017136438955656,4.4197390043944464,4.3135277581489415,4.532504654796876,3.702838218017882,4.156595594796144,4.454686361670927,4.969877856676919,3.308823898098731,4.018408846785855,2.7937786371793285,3.37607607631757,4.018925773302503,4.075158648891113,4.567420832547703,4.126355172915381,3.2108935155508935,4.328389326533001,4.398172454186454,4.058207969256389,4.188045272834914,4.18015566733827,3.7773562836512546,2.9925225987236908,3.2233914406243436,3.1327313672652584,4.995628126447079,3.0131769813544285
12,4.989609666067818,4.648427704119927,4.982017801615476,3.9986147171007556,4.920072618176001,4.876687317679984,3.5076540928250934,4.981920119106685,4.768008248849262,4.759936370293788,3.3319490778016987,4.022493638540061,5.238381556856182,3.0268102186798216,4.9758161487024735,4.021130497153432,3.384892818018025,2.8348438519333206,4.962671442823381,4.922719065616492,4.348908684618158,4.393888488069965,4.974377384235662,4.725720794071801,4.003793653522059,4.302340184579461,4.388781650615614,4.1452835279916656,4.67607322832512,5.202248378263585,1.9763161584747793,4.640073838863226,4.226209917863678,4.205030719668903
13,4.001973660333865,4.332746376278835,4.17338828191546,3.7720339287707354,4.86116409852533,4.101127454944831,4.927607781403528,4.055846128236716,4.537917320760564,4.940533576756805,3.5506940401900637,3.5320367503478867,4.001202475396547,2.978469116463351,3.973574397330953,3.4035289474231414,1.7771003693799399,2.752411081091087,2.790102522131937,4.146531322839906,4.8967319131793365,4.007975851062097,3.010226599704306,5.36219179945605,3.2947220110332034,3.9724248397385358,4.671865116580171,3.9752316744975467,2.050892484903218,4.1352371167293445,0.7890653943110183,3.933174546006233,3.957273731872507,4.2101227007928115
14,4.976522408574324,4.0328715478850725,4.9917200805655355,3.804073810911482,4.98623266380891,4.556619026560418,3.6605567683409466,4.614129814633029,4.534779992828896,4.652176882297108,3.6387390505029704,4.149891691462294,4.984324610449518,4.416583331930501,3.733301271296863,4.383647297012947,2.538523697712489,3.0311270087747313,4.193695850803503,3.976059924674446,4.786563772197275,4.52166760356746,3.7947032916991366,4.9706785843816315,4.242936164331291,4.120908981333218,3.9557932735764525,4.287141093486841,3.837288507251293,3.448635525140468,2.6439587010269676,4.007529753332296,5.196350101346669,4.4989294283181644
15,4.974866823639189,4.761850296236877,5.005676210910034,4.969976111905873,4.96960460199561,4.8773394411265025,3.5725627685765073,5.043758805103547,4.910061022316233,4.858144365278743,4.332804300202311,3.7631284409312604,4.995065886960997,4.008341533744559,3.5269421044030826,4.3134482465917765,3.2259023479839635,3.513638285194929,4.46330070530295,3.6967515567723983,4.252307934945165,4.349242761479598,3.535408902559547,4.661337541432412,4.050207323117908,4.7077330365798415,4.124759645953723,4.979849497039208,3.323413873601737,3.3851168068364896,1.8523242741581851,3.5813207513700007,4.101995986311792,4.571967250800867
16,4.00815546630369,3.8343101889850555,3.991965945752161,2.9029971814957882,4.557373114902813,4.236387167247696,3.1205908630744017,4.00300206333804,3.9063172371688566,4.443203281210383,2.7646275310114024,3.6523151230911948,4.032070377577727,3.573884338497599,3.9704201802576398,3.6732749365050887,3.1114428944978587,2.977576976920732,3.8571961604247598,4.58191891415655,4.508055590901224,4.329061342996313,3.8243064959355535,4.1997004272933305,3.432652417237691,3.3733597002791003,3.8978790209568595,3.1612982122457773,3.8783214854782737,4.9748310868515855,3.682537775747471,4.983320192620183,4.980404199176415,3.997990307682846
17,3.99818038980856,3.997415884080832,4.028472000035941,3.5483814755117176,4.920832796911719,4.149675219416444,2.886912296321024,4.140899973458958,4.0992997184480595,4.515172007912862,3.0463620323177385,3.5023882392050667,3.988751676601428,3.5152541668235555,3.7100700585206585,3.4991095443838014,2.3709193357374483,3.9458961131349275,3.273415586856944,3.4014172317837335,4.709577967713622,3.8276534433721072,2.46657324563252,4.0169572802704945,4.036281606037953,3.878338083870656,3.7362435452685534,3.716168012475507,3.182632677304216,4.19280783216367,2.632576647121774,3.3157925945634257,4.2017319674156735,3.9622249529083766
18,4.985535381902541,4.495065884248163,4.986380900419953,3.7615997569271222,4.9567995010788115,4.589324391951693,2.9204256421372055,4.728920060658242,4.64731249137298,4.690621784703799,3.9212834709989255,4.391477742458138,4.998528224824868,4.991845335592903,3.7819927436948344,4.538721546922587,2.7336063719530923,3.906401565306333,4.381168839828871,3.6297018200305984,5.002921159770339,4.259337585107468,3.52731952651955,4.580783880944506,4.97121180169502,4.594913009120592,4.28882461223026,4.534925254004722,4.1661613343785255,3.529558382240179,3.0944999559712127,3.508732276779211,4.689417891816763,4.277134348463094
19,4.923234814836181,4.989262098091146,4.485905752268387,3.894097169379977,5.343174542533395,5.0164378066669,3.362982766143859,4.879820317387516,4.970812425196384,5.175778442347961,3.593094395759902,4.655862028937059,4.876762860250208,4.2997745864384145,4.977178828886953,4.015253494584606,2.8444531529547104,5.118281124828413,3.8079950278465517,4.367782617953193,5.000078138686623,4.965241786137282,3.014380563255343,5.0045534478441525,4.9795590863088135,4.607125524220933,5.018329585945599,4.326741599725258,4.307571048274099,4.873216091759004,2.9881092318108537,3.8388838209290044,4.655061856371839,3.582916615151146
20,4.72713783411897,4.972143740875982,4.471309962591669,3.9900555147346055,4.989062211345035,4.780725229547521,3.89864291973462,4.676473104285484,4.695187464109573,4.98264109892394,4.0170832133249395,4.07324537338048,4.941184702552342,4.016306081755764,4.070941323641058,4.319060077334588,2.643348997266409,3.5300801596591613,4.257227415644089,4.584863307466434,5.1865674598789875,4.618674106241987,3.9967386437627814,4.976654785738583,4.132218909350736,4.5392936842460525,4.409825596203389,4.324336369330462,3.3549764537348787,4.646819508356145,2.990821423105297,4.732889102093078,4.002292410462912,4.990909604393841
21,3.089731881559539,3.9665364271786956,3.164272111823008,3.241125838843188,3.009599234827953,2.9261645808114647,2.4161344359247523,3.021587801439137,3.4534079651027847,3.495895539900334,3.961317168260878,2.684017574762357,3.0079002950811407,3.265992143118045,1.654774831790606,3.1936027145554515,1.3303116272992257,2.5651510318718187,2.424303194791992,1.999828527051459,3.0029924295656594,2.2801841206642615,1.85920505178767,3.0107352754641754,2.9107031704214883,3.964563730809563,3.157699595015722,3.992091010596601,1.0058562154478843,2.240611404539388,1.0477997594398236,1.0085435957550588,1.2435548417345634,3.0258866478812845
22,4.3838814356594416,4.009763345975752,3.800901108901872,3.3112991483793452,4.377939806357555,4.167004808051579,3.9839478541470816,4.036655535155753,3.999323613056941,4.348299920831253,3.4593248358023816,3.804695223886933,4.068785943300295,3.85810749333007,3.3337031275808413,4.111353220234591,2.0679429426327776,2.8993147592526665,3.003742541186012,3.9137266022756365,4.463437989663937,4.968279883766482,3.4028607468546124,4.975387075403799,3.4041046600362628,3.6100914370853516,3.8879978444566867,3.6838779290581307,3.143253398839228,3.3469756585763286,2.3582052763623937,4.6371177799103265,4.568140781993967,3.8600404407973157
23,3.7754432363758785,3.9854065158955834,3.7714121112541847,2.7968992029330133,3.749500056898798,4.152231309399062,2.00901999762597,3.776849013305079,3.7639790344379973,3.760419866494544,3.4426337184534916,3.959891070790831,4.846497700309173,4.984771215391005,3.0962843378348723,4.069204739224912,2.823778609302831,3.889425727940704,4.335408592110543,4.239574610273034,4.463976482124078,3.911760711903052,3.6561669071025684,3.428133103480165,3.9973882242357996,3.8699263322447157,3.2184707675623994,3.7468440778757452,3.9853497841378944,3.6278614789769352,4.978025132996796,4.0038350187158835,3.015287642288034,4.986615986528072
24,4.976244950859274,4.996291767901392,4.979128600253553,3.698246229654125,4.990067954727193,4.998150082697441,3.5875931203842124,4.972447953233583,4.896331923086528,5.0093313539852415,3.7006543763459123,4.520560655290483,5.341160190228208,4.154438838965354,4.9777278227701665,4.396571974644984,3.428976704215108,3.4962093295771406,4.857583974820386,5.299957499471872,5.195733151866504,4.73587863273854,4.969597560250077,5.002996723724849,4.487569356905755,4.5518616485038645,4.977692807628386,4.2783225458957705,4.904664968466091,5.224258221847849,2.9824181909865533,5.191868595670838,4.362914641875681,4.470209307462991
25,4.418376062993171,4.974651950553353,4.01962855005498,3.624351318666034,4.750242502018204,4.365615743545704,3.9179345930518323,4.315358244429894,4.493560129787848,4.98278862651023,3.9171650956760224,3.9715423368131204,4.0067193098702925,3.8991739878414173,3.9370362362889635,3.8746093368519734,2.2518232586427924,3.7198797617735044,3.1412356549272618,4.239060146738782,5.14200857643522,4.475520011214505,3.112807214226873,4.976629945322224,4.041179192855327,4.351580801740443,4.979620188914211,4.029838121971768,2.827447407338692,4.337028896450803,2.2388067795762123,4.218786355258388,3.873018444350497,3.5151872823211603
26,4.945906957981543,4.996193980677606,4.694861051722588,4.147775773979431,4.998341806662736,4.991312002834935,3.5859598958997783,4.980142852902518,4.816524395875847,5.014600539696687,4.0237231616836935,4.295752435845092,4.932752976879804,4.527830934701046,4.291592351653133,4.359086158451368,3.2580005865718515,4.085886270240044,4.183693116577329,4.504063279390144,5.134747932882914,4.982855589737679,3.815563843695435,5.001146642168523,4.481825357571186,4.535147229967334,4.968463565249106,4.394358070060756,4.157353786082709,4.148232652851355,2.860261493795,4.872743563184879,4.580921508585862,4.001993648771715
27,4.930437971725393,5.011974067853119,5.080972731639782,4.597239265680312,4.986839934157131,4.72317120488882,3.9264145155071852,4.82896472768097,4.912040813524766,5.113606248776528,4.939981297224585,4.0657525416705305,4.920926101757329,5.045630436295554,3.004669995398917,4.8661196349700955,2.6281882709028643,3.402249415896754,4.077051977815138,3.7399095497316672,5.178793498435594,4.393775073500879,3.5616270579992886,4.994025748909775,4.2817712481315136,4.994059867395422,4.468196577174105,5.174259205804028,2.8656550559994916,3.2094936957540994,2.465660195485376,3.779429721925177,4.134583737360107,5.001026384285715
28,4.945471679924066,5.001738977115166,5.157937163475346,4.185606185217885,5.270718799799918,4.80779817164867,3.5433302501913673,4.945495507432602,5.093767101579069,5.197475885952179,4.311550688417566,4.514247398134363,4.97842555039115,4.998177214974795,4.079063928339713,4.569784935830443,2.9784665677237863,4.262024227167754,4.185705611992511,3.968737294731924,5.340291620492138,4.382006519281624,3.4839961862371567,4.995639852859672,4.979456972388421,4.9832139577584185,4.979466010707886,4.976586185758432,3.9727353073436404,3.93046777657028,2.51133504066669,3.6379340315808024,4.48276217005649,4.479727947518512
29,4.992498697857111,4.976977510615612,4.793688974059566,3.9936260557029684,4.994388635997229,4.783133841181511,3.61782245449969,4.81490301482981,4.769061415153697,4.972643305307172,4.425527889352661,4.398357724194515,4.999907749112806,4.9926284547253905,3.6223301527803837,4.977318931594908,2.749319140036642,3.7226774493534824,4.219413154733458,3.9587754795922723,5.253773054927605,4.815310271167713,3.9678956779129932,4.993247281536002,4.592705689950093,4.804527744489923,4.467388478979151,4.746298345548667,3.8443572745574492,3.891118555779024,3.1031593440228926,4.423629343709349,4.45766352618297,4.880863288245608
30,3.968489337559988,3.9052795102684152,4.974821049486218,4.122287122358759,4.981672139596752,3.699530257721291,3.2767848957087997,4.051478588877367,4.55393070723098,4.967247138239333,3.8704797520744423,3.3922575244279827,3.0468610396096736,3.9938341956114813,2.509708717832629,3.701907534857759,3.0932314389595117,3.122185515744895,2.9907650822774574,3.0327413533077014,4.004755070176784,3.0080201556043544,2.2243586691579735,4.00260503819561,3.553182552036651,4.302364001277336,4.009873999577344,4.9562169852063525,2.439832071755449,3.2604625569172847,0.9821445591494139,1.456770155289076,4.397204386259685,3.697144386465065
31,4.5285236721304845,4.581975541089117,5.00088219813559,4.306214030470206,4.939524688043947,4.668117068224723,3.481370489854635,4.764159990339907,4.958248614940523,4.826518157390268,4.027365731689065,4.1122110889517725,4.972249648681551,4.309846079759247,3.8802512528559756,4.363568113878609,3.3559341667565716,3.781199464928046,4.353994809823977,3.825538080512522,4.411200329043021,4.10137343017116,3.715665557210796,4.607268658856301,4.260211395150239,4.6985093314694355,4.292707744745879,4.988410982610828,3.99120533529761,3.8709941156167798,2.0048167185153503,3.418237310478467,4.001988367067948,4.992711193618399
32,4.526652353025348,4.303691158742564,4.978180629420532,4.95831404897334,4.684794629794849,4.797283602300566,2.986775360404425,4.903117011728638,4.643335729594622,4.528831529917604,4.047182298871597,3.40249311558151,4.989545011427155,4.074699323274567,3.2499737315514787,3.9967038356415494,3.7102869512223213,3.51514483777028,4.596961061751887,3.69256604063103,4.001028882137132,3.985489039790714,3.3907113621314657,4.022858502775719,3.7398996801762037,4.35972034084495,3.767000949261538,4.7545520519988855,3.5097758369542245,3.0600212254769152,2.2764371240939205,3.5923127004023336,3.9735864587300846,4.615606289903813
33,4.993437301227789,5.020020924180063,5.0016993351084835,4.620670144926873,5.387746177990342,4.98623766581303,4.9488464801353995,4.9835140462502,5.103063799415714,5.422621571708429,4.447742662829698,4.114718105799628,5.0001148253053485,4.214350907031281,3.966550557595225,4.5624269105286945,2.7403472356913356,3.2055316009184995,4.002514814541699,4.632389596034843,5.4432296620390135,4.993670029593585,4.000450883352815,5.766755102218206,3.949667007815803,4.678524167757103,4.8756755956099,4.813429914065177,3.044415259172718,4.096077282686152,1.9814951014794164,5.019672134170788,4.7543888887348915,5.197058612742013
34,4.3430684392970225,4.500064363213627,4.999755841635145,4.757115879914853,4.703295333282318,4.830363172291166,4.0459670671690455,4.627916412248771,4.9570273100881215,4.979455692358151,4.245898280003472,3.6924464172202143,4.974715763420912,3.834436403217836,3.533798989920354,3.9998286709256132,3.630750324652819,3.0210668059321844,4.361480303627454,4.8300880805523345,3.8601552643846477,4.164835591992034,3.9330309713286646,4.619269002584075,3.0520731790078073,4.423588201895735,4.090316590724022,4.982240651147466,3.087030633316532,4.1402002411459025,2.1660479227281386,3.6845115955649392,3.741999938579414,5.077528955943881
35,4.905949765473512,4.621161176982488,4.996395632676207,3.3030082447619473,5.102552087052783,4.544770617668715,2.805227962713084,4.437404913604283,4.912101225442102,4.9990068621258885,4.005829551317724,4.984570744821675,4.99767761897379,4.988531216684514,4.028175859370019,4.961101048493946,2.4295960871699283,4.210036952470629,4.093689602156559,3.5941276794387425,4.302058376316156,4.230093123045267,3.5826185691685626,4.484713988641611,4.995647148093798,4.990282460319321,4.008031698797738,5.003708185130145,4.473721475456638,4.97732174028607,3.4057478665679115,2.0256043668478445,4.465458533054864,4.433949165271982
36,4.613448490497893,3.9979940182743987,4.978009031309129,3.6961982414014374,4.359584201603247,3.9970265375354703,4.286914294810802,4.333576912668267,4.274149367783151,4.328527486822618,3.8747409324109374,3.5058907863008995,4.597832048120302,3.580797617085463,3.109830797360755,4.491942196591923,2.430103425430344,1.0223737117517966,4.249075140669653,3.938026866710474,4.562265678090114,3.888286267265959,4.977876920747689,4.966997134449213,3.2699074527023044,4.013440190051264,3.819374172423812,4.281650477699654,3.236553040544363,3.1195254351632107,1.0099112427685302,4.5669418738916505,4.199169146529955,4.992867298988323
37,4.998358198943359,5.118404935409777,5.0031580035444545,4.7070742359653,4.89263404575396,4.850663490777607,3.7803912369991397,4.979501838865111,4.873610853331926,4.997254268314386,4.952186537236538,4.007077435682444,5.069677453825633,4.971835409500844,3.062525653255845,4.989214057086922,2.8945643696812953,3.4119057643867503,4.348099474929783,3.698811305578617,5.082868548639198,4.5717650641227685,3.848324484981262,4.906427186446292,4.282805122618315,5.000552144114991,4.4098451192425685,5.125646462272379,3.1613734281411032,3.208963986128523,2.5626377759787684,4.2424508539717385,4.055684754922723,5.09290799142458
38,4.176549440245509,3.7390384779561154,4.952533945875796,3.656180104803576,4.965055543917441,4.0037949950666585,2.9321488540481657,4.246668766767025,4.215645841665747,4.634675246550892,3.2576242684570973,3.4505230231594215,4.007957461444555,3.97359689498718,3.3643383692055595,3.5701423022847383,2.7500234228638254,3.0083794307975973,3.678673205959533,3.7426026417543623,4.99252328330554,3.2637432617454727,2.9990773792361116,4.013096173507136,4.000195311709623,3.91775493153521,3.9792800564339563,4.013975163334175,3.2991414465239286,3.6331150604169236,2.2210052837944616,3.1105174053336695,4.6420024532855155,3.886438808646416
39,4.814019371243404,4.946810057274112,5.008322667752023,4.2766932690816635,5.24320604177456,4.759621547676283,3.125721398313569,4.966666032736173,4.9903002239010394,4.99633364729244,4.019711389633771,4.223177461015459,5.002963283713045,4.343130787263131,4.25913779985689,4.310548761102571,2.9839787620280633,4.309832456634367,4.38339532870126,3.5791556713560726,5.00485207109508,4.010751393463921,3.378973426291413,4.573840239877715,4.986537298115195,4.956024774217518,4.637844829433813,4.819842085411159,4.001383979913779,4.213838826693825,2.2501510441682617,3.2986877143452156,4.074267267712929,4.485875897516793
40,4.973586171261257,4.573621628631984,5.199103637774159,4.9768368241748355,4.4248543927032085,4.64599874069306,3.9866059639147897,4.964044507966339,4.494862445298953,4.497697327907224,4.993917777513779,3.3425667322415333,5.0136328076869034,4.712938005983442,2.0499533956883518,5.213122523615253,3.530249347382965,1.7214423746392438,4.991736445187976,3.8582385323533686,4.667968812150478,4.513373834830131,4.960839168744031,4.7171395221719905,3.2792833357761273,4.521648702065097,3.57207374653345,5.091331766013589,3.068078842321137,2.1246842632259764,2.2017292953275334,5.312422348159697,4.123130583333947,5.969137261203918
41,4.591866332260297,4.586276404224671,4.799201993886885,4.962762416361334,4.992628374822525,4.982191897733251,3.305475598909195,4.976324324773411,4.907701257276315,4.833566851305989,3.8952680984534607,3.652291396561301,4.9934396106559085,3.7344399211093746,3.9858267199135806,3.7691949480933213,3.5355273119641986,4.14754049206438,4.357460364680616,3.790468949802002,4.008229263658289,4.218656325138156,3.008798018983406,4.38623561708634,3.982834893352228,4.478131656089471,4.215316740220093,4.692925396775855,3.4582845955822092,3.8095506833782604,2.107690487473218,3.4516271161055894,4.124828513176592,4.301797186590698
42,4.030450829428546,4.346929266709116,4.178736626619606,3.9900246100461887,5.008478586374709,4.342270226492575,2.914095727412176,4.455892748821189,4.463454267013793,4.643717459824709,3.4482403080129203,3.7627436545032378,4.131627132934544,4.180180163874261,3.836704137744242,3.605258789501656,2.6403232823057623,4.958837594257948,3.035000410981692,3.0031243437046014,4.982599423739173,3.9873577758927565,1.9302683049459746,4.229009622697455,4.619540752979491,4.287115772940227,4.440303579753378,4.229850298071127,3.4798513130961934,3.387316464504428,2.0136586037883486,3.0993441365564416,3.9910405576827217,3.7323051130305296
43,4.285550861372212,4.273144033492896,4.2842556265232155,3.4283946633014097,4.009902494835293,4.328723716020613,2.8903190825200613,4.182778717056182,4.103314781392188,4.1187358263338245,3.977933666552394,3.915382567053618,4.971980311790981,4.978477361604768,3.1510690764085503,4.221410368543011,2.464284813714112,3.367285090874062,4.10729972383705,3.9190328895431144,4.794876294609246,4.095054286717828,3.5941543355763237,4.212426141559158,4.101720425587273,4.125295784385537,3.985462670132247,4.016532250020539,3.448994269053433,2.955266651750325,3.611896687497146,4.177165369160755,3.5905998369814887,4.396751368101111
44,4.228652980117332,4.119637973289447,4.108401895511432,3.680566671230569,4.9790043061573686,3.990562625388857,3.9955320307153346,4.072686175872174,4.300978476196338,4.754957369519273,3.577230766146699,3.653485105734253,3.7455200031148,3.8504099359580994,3.3663692580911766,3.6819330678206583,1.5704755286980192,3.5818684150591777,2.530759438527279,3.0037383994759175,4.9970667341291035,4.072395446738327,2.0252210381325333,4.95055511159473,4.040881224071011,4.013822992172515,4.312443354069719,3.9919943090820444,2.2194447555168866,3.205423595557893,1.5274060523994641,3.157046982740192,4.588319571850099,3.665460009717651
45,4.628699152712448,4.508311217754616,4.5650336466581445,4.03156370893714,4.964045907175532,4.983070648234515,2.033624396453667,4.949490981233013,4.661126743817475,4.571570225099686,3.064029500483494,4.1356674831234725,5.081521335312301,3.8940269974260855,4.965427047351212,3.5663926819526597,3.6549012673554477,5.132108626346561,4.521116270154715,3.909073148765962,4.208875980712142,4.234818775946118,3.0172445078346177,3.8480416798501555,4.907421278443181,4.318502963272202,4.395865712082405,4.036736984703905,4.9978321436660025,4.663918367811545,3.176974960441353,3.4019818032874807,4.284330713255288,3.2666195388456245
46,5.193479406729517,4.933139109424247,4.979419925830335,4.077396600374475,5.210822041525388,4.999267622319826,3.45234159877369,5.037969661847636,4.9719089273291805,5.007700953652573,4.222722172517879,4.669290223878208,5.302035086604376,5.067508962386991,4.104381661027073,4.986126044135278,3.012939929500747,4.227137429046392,4.4802005822205455,3.9153286415429607,5.107220325550713,4.986227928409013,3.92532089679499,5.0616828180916205,4.979664857843122,4.8663365447308315,4.536536380952132,4.843813300962836,4.481050677416057,4.010512319767215,3.151828863780981,4.253085175598624,4.841246364453111,4.828206392670337
47,4.749985927556571,4.913903422539353,4.481253694308516,4.167710429153611,4.874896126164602,4.976658564629174,3.623759017125649,4.755838766557573,4.71698202951219,4.972881091636018,4.067981150567435,4.184777653313179,4.996463419358737,4.304110813601503,4.023741398195036,4.299322693393126,2.999412586996351,3.985770202504427,4.0493158479468905,4.8283348980548055,4.858720254644827,4.976723598732591,3.8017252527776955,4.814608651731675,4.003645578329833,4.4763514538600635,4.423195257675112,4.447169177319854,3.752784774012074,4.433937419718878,3.227047728185542,4.5723358712642534,4.012747154297075,4.431653150357045
48,4.607787820744758,4.448301479872589,4.484249616491069,3.7061768417875864,4.525915626237365,4.944201146314947,2.382430462630822,4.672131750784489,4.519410225839758,4.451231682867349,3.4426690271590727,4.348932811008014,5.272362100364134,4.452536917516783,4.361952189921351,4.096172435409008,3.622397922407149,4.436001520954796,4.621426238473034,4.66935546675453,4.118573397741183,4.663616319677439,3.8837741457390487,4.017937079621333,4.318036111376268,4.227142864281802,4.021103437289057,4.184757873093,4.978287065523477,4.523686933323995,3.99130691829516,4.006775581063037,4.009686890777592,4.004732755363341
